from, to, demand
2, 74, 582
2, 75, 558
2, 76, 531
2, 77, 276
2, 78, 295
2, 79, 334
2, 80, 359
2, 81, 548
2, 82, 696
2, 83, 626
2, 84, 604
2, 85, 593
2, 86, 594
2, 87, 603
2, 88, 636
2, 89, 585
2, 90, 474
2, 91, 606
2, 92, 594
2, 93, 605
2, 94, 556
2, 95, 571
2, 96, 478
2, 97, 364
2, 98, 445
2, 99, 448
2, 100, 447
2, 101, 121
2, 102, 163
2, 103, 154
2, 104, 611
2, 105, 606
2, 106, 443
2, 107, 416
2, 108, 404
2, 109, 391
2, 110, 510
2, 111, 694
2, 112, 529
2, 113, 513
2, 114, 518
2, 115, 583
2, 116, 552
2, 117, 361
2, 118, 583
2, 119, 446
2, 120, 599
2, 121, 643
2, 122, 146
2, 123, 140
2, 124, 178
2, 125, 571
2, 126, 148
2, 127, 242
2, 128, 263
2, 129, 245
2, 130, 503
2, 131, 448
2, 132, 396
2, 133, 419
2, 134, 406
2, 135, 473
2, 136, 649
2, 137, 505
2, 138, 385
2, 139, 387
2, 140, 378
2, 141, 369
2, 142, 361
2, 143, 380
2, 144, 388
2, 145, 588
2, 146, 546
2, 147, 495
2, 148, 509
2, 149, 88
2, 150, 414
2, 151, 700
2, 152, 556
2, 153, 634
2, 154, 420
2, 155, 781
2, 156, 352
2, 157, 342
2, 158, 356
2, 159, 356
2, 160, 368
2, 161, 411
2, 162, 596
2, 163, 483
2, 164, 623
2, 165, 337
2, 166, 68
2, 167, 73
2, 168, 541
2, 169, 551
2, 170, 525
2, 171, 300
2, 172, 381
2, 173, 344
2, 174, 356
2, 175, 355
2, 176, 366
2, 177, 408
2, 178, 52
2, 179, 413
2, 180, 393
2, 181, 466
2, 182, 420
2, 183, 402
2, 184, 367
2, 185, 654
2, 186, 301
2, 187, 383
2, 188, 570
2, 189, 556
2, 190, 590
2, 191, 591
3, 1, 316
3, 2, 646
3, 4, 859
3, 5, 826
3, 6, 725
3, 7, 681
3, 8, 785
3, 9, 632
3, 10, 660
3, 11, 523
3, 12, 443
3, 13, 547
3, 14, 564
3, 15, 539
3, 16, 549
3, 17, 533
3, 18, 447
3, 19, 517
3, 20, 515
3, 21, 595
3, 22, 585
3, 23, 508
3, 24, 469
3, 25, 723
3, 26, 362
3, 27, 358
3, 28, 465
3, 29, 604
3, 30, 662
3, 31, 687
3, 32, 546
3, 33, 534
3, 34, 582
3, 35, 596
3, 36, 597
3, 37, 587
3, 38, 533
3, 39, 484
3, 40, 573
3, 41, 606
3, 42, 395
3, 43, 442
3, 44, 468
3, 45, 491
3, 46, 521
3, 47, 543
3, 48, 690
3, 49, 690
3, 50, 771
3, 51, 460
3, 52, 480
3, 53, 551
3, 54, 666
3, 55, 621
3, 56, 578
3, 57, 546
3, 58, 653
3, 59, 602
3, 60, 591
3, 61, 580
3, 62, 565
3, 63, 556
3, 64, 535
3, 65, 521
3, 66, 666
3, 67, 584
3, 68, 559
3, 69, 527
3, 70, 618
3, 71, 591
3, 72, 524
3, 73, 548
3, 74, 579
3, 75, 553
3, 76, 527
3, 77, 261
3, 78, 283
3, 79, 319
3, 80, 342
3, 81, 545
3, 82, 697
3, 83, 630
3, 84, 600
3, 85, 585
3, 86, 590
3, 87, 600
3, 88, 634
3, 89, 574
3, 90, 460
3, 91, 597
3, 92, 589
3, 93, 604
3, 94, 553
3, 95, 570
3, 96, 465
3, 97, 293
3, 98, 440
3, 99, 443
3, 100, 442
3, 101, 153
3, 102, 196
3, 103, 189
3, 104, 608
3, 105, 602
3, 106, 436
3, 107, 414
3, 108, 400
3, 109, 386
3, 110, 505
3, 111, 696
3, 112, 522
3, 113, 507
3, 114, 517
3, 115, 578
3, 116, 547
3, 117, 335
3, 118, 580
3, 119, 439
3, 120, 596
3, 121, 642
3, 122, 194
3, 123, 186
3, 124, 213
3, 125, 565
3, 126, 220
3, 127, 231
3, 128, 248
3, 129, 233
3, 130, 493
3, 131, 438
3, 132, 383
3, 133, 409
3, 134, 400
3, 135, 462
3, 136, 649
3, 137, 492
3, 138, 372
3, 139, 380
3, 140, 371
3, 141, 360
3, 142, 350
3, 143, 372
3, 144, 382
3, 145, 586
3, 146, 542
3, 147, 491
3, 148, 505
3, 149, 116
3, 150, 402
3, 151, 709
3, 152, 555
3, 153, 634
3, 154, 412
3, 155, 786
3, 156, 337
3, 157, 325
3, 158, 337
3, 159, 337
3, 160, 341
3, 161, 341
3, 162, 600
3, 163, 515
3, 164, 637
3, 165, 384
3, 166, 106
3, 167, 104
3, 168, 540
3, 169, 545
3, 170, 522
3, 171, 282
3, 172, 377
3, 173, 327
3, 174, 337
3, 175, 336
3, 176, 342
3, 177, 410
3, 178, 77
3, 179, 408
3, 180, 387
3, 181, 461
3, 182, 414
3, 183, 398
3, 184, 360
3, 185, 656
3, 186, 285
3, 187, 378
3, 188, 572
3, 189, 555
3, 190, 592
3, 191, 592
4, 1, 430
4, 2, 772
4, 3, 859
4, 5, 789
4, 6, 638
4, 7, 614
4, 8, 758
4, 9, 604
4, 10, 646
4, 11, 663
4, 12, 559
4, 13, 670
4, 14, 667
4, 15, 626
4, 16, 555
4, 17, 634
4, 18, 444
4, 19, 605
4, 20, 597
4, 21, 657
4, 22, 554
4, 23, 507
4, 24, 631
4, 25, 637
4, 26, 517
4, 27, 524
4, 28, 474
4, 29, 536
4, 30, 581
4, 31, 659
4, 32, 712
4, 33, 675
4, 34, 639
4, 35, 652
4, 36, 640
4, 37, 632
4, 38, 556
4, 39, 509
4, 40, 604
4, 41, 708
4, 42, 521
4, 43, 449
4, 44, 475
4, 45, 501
4, 46, 535
4, 47, 560
4, 48, 543
4, 49, 387
4, 50, 605
4, 51, 597
4, 52, 651
4, 53, 557
4, 54, 623
4, 55, 575
4, 56, 541
4, 57, 577
4, 58, 642
4, 59, 649
4, 60, 639
4, 61, 619
4, 62, 599
4, 63, 585
4, 64, 560
4, 65, 544
4, 66, 623
4, 67, 527
4, 68, 617
4, 69, 570
4, 70, 760
4, 71, 564
4, 72, 564
4, 73, 584
4, 74, 613
4, 75, 577
4, 76, 549
4, 77, 345
4, 78, 368
4, 79, 415
4, 80, 451
4, 81, 580
4, 82, 684
4, 83, 466
4, 84, 558
4, 85, 519
4, 86, 527
4, 87, 550
4, 88, 591
4, 89, 526
4, 90, 419
4, 91, 537
4, 92, 635
4, 93, 706
4, 94, 653
4, 95, 559
4, 96, 555
4, 97, 355
4, 98, 508
4, 99, 516
4, 100, 522
4, 101, 223
4, 102, 274
4, 103, 278
4, 104, 715
4, 105, 712
4, 106, 433
4, 107, 409
4, 108, 401
4, 109, 388
4, 110, 435
4, 111, 677
4, 112, 546
4, 113, 525
4, 114, 530
4, 115, 523
4, 116, 683
4, 117, 504
4, 118, 626
4, 119, 439
4, 120, 720
4, 121, 556
4, 122, 293
4, 123, 279
4, 124, 347
4, 125, 492
4, 126, 331
4, 127, 251
4, 128, 319
4, 129, 256
4, 130, 644
4, 131, 692
4, 132, 597
4, 133, 490
4, 134, 456
4, 135, 611
4, 136, 640
4, 137, 610
4, 138, 578
4, 139, 464
4, 140, 448
4, 141, 434
4, 142, 425
4, 143, 441
4, 144, 459
4, 145, 569
4, 146, 527
4, 147, 482
4, 148, 459
4, 149, 101
4, 150, 636
4, 151, 697
4, 152, 550
4, 153, 777
4, 154, 382
4, 155, 687
4, 156, 325
4, 157, 307
4, 158, 305
4, 159, 276
4, 160, 315
4, 161, 401
4, 162, 459
4, 163, 391
4, 164, 589
4, 165, 353
4, 166, 162
4, 167, 75
4, 168, 617
4, 169, 711
4, 170, 535
4, 171, 252
4, 172, 445
4, 173, 306
4, 174, 305
4, 175, 272
4, 176, 313
4, 177, 397
4, 178, 56
4, 179, 405
4, 180, 380
4, 181, 483
4, 182, 430
4, 183, 405
4, 184, 368
4, 185, 656
4, 186, 256
4, 187, 446
4, 188, 616
4, 189, 591
4, 190, 571
4, 191, 571
5, 1, 596
5, 2, 719
5, 3, 826
5, 4, 789
5, 6, 592
5, 7, 512
5, 8, 734
5, 9, 733
5, 10, 773
5, 11, 784
5, 12, 616
5, 13, 756
5, 14, 746
5, 15, 690
5, 16, 717
5, 17, 703
5, 18, 568
5, 19, 671
5, 20, 671
5, 21, 725
5, 22, 597
5, 23, 768
5, 24, 755
5, 25, 598
5, 26, 552
5, 27, 570
5, 28, 543
5, 29, 601
5, 30, 480
5, 31, 743
5, 32, 896
5, 33, 769
5, 34, 713
5, 35, 727
5, 36, 712
5, 37, 693
5, 38, 672
5, 39, 617
5, 40, 656
5, 41, 810
5, 42, 626
5, 43, 543
5, 44, 578
5, 45, 616
5, 46, 664
5, 47, 695
5, 48, 419
5, 49, 419
5, 50, 542
5, 51, 730
5, 52, 788
5, 53, 542
5, 54, 573
5, 55, 526
5, 56, 495
5, 57, 624
5, 58, 739
5, 59, 769
5, 60, 690
5, 61, 668
5, 62, 639
5, 63, 626
5, 64, 597
5, 65, 576
5, 66, 573
5, 67, 476
5, 68, 809
5, 69, 524
5, 70, 900
5, 71, 649
5, 72, 623
5, 73, 648
5, 74, 671
5, 75, 624
5, 76, 585
5, 77, 336
5, 78, 352
5, 79, 420
5, 80, 449
5, 81, 647
5, 82, 696
5, 83, 565
5, 84, 556
5, 85, 496
5, 86, 560
5, 87, 654
5, 88, 714
5, 89, 617
5, 90, 500
5, 91, 595
5, 92, 724
5, 93, 778
5, 94, 723
5, 95, 729
5, 96, 647
5, 97, 371
5, 98, 534
5, 99, 540
5, 100, 549
5, 101, 304
5, 102, 368
5, 103, 374
5, 104, 799
5, 105, 788
5, 106, 534
5, 107, 499
5, 108, 490
5, 109, 466
5, 110, 526
5, 111, 698
5, 112, 616
5, 113, 583
5, 114, 581
5, 115, 638
5, 116, 802
5, 117, 637
5, 118, 688
5, 119, 546
5, 120, 841
5, 121, 520
5, 122, 403
5, 123, 379
5, 124, 479
5, 125, 625
5, 126, 456
5, 127, 281
5, 128, 308
5, 129, 279
5, 130, 803
5, 131, 673
5, 132, 565
5, 133, 448
5, 134, 414
5, 135, 749
5, 136, 763
5, 137, 759
5, 138, 545
5, 139, 501
5, 140, 482
5, 141, 469
5, 142, 459
5, 143, 479
5, 144, 495
5, 145, 553
5, 146, 506
5, 147, 463
5, 148, 438
5, 149, 187
5, 150, 604
5, 151, 842
5, 152, 455
5, 153, 928
5, 154, 499
5, 155, 729
5, 156, 623
5, 157, 586
5, 158, 376
5, 159, 377
5, 160, 342
5, 161, 391
5, 162, 531
5, 163, 489
5, 164, 448
5, 165, 467
5, 166, 207
5, 167, 185
5, 168, 704
5, 169, 894
5, 170, 668
5, 171, 434
5, 172, 429
5, 173, 582
5, 174, 377
5, 175, 370
5, 176, 343
5, 177, 392
5, 178, 134
5, 179, 497
5, 180, 466
5, 181, 517
5, 182, 458
5, 183, 431
5, 184, 388
5, 185, 868
5, 186, 295
5, 187, 433
5, 188, 681
5, 189, 654
5, 190, 668
5, 191, 670
6, 1, 592
6, 2, 710
6, 3, 725
6, 4, 638
6, 5, 592
6, 7, 433
6, 8, 836
6, 9, 876
6, 10, 863
6, 11, 865
6, 12, 631
6, 13, 797
6, 14, 780
6, 15, 715
6, 16, 741
6, 17, 708
6, 18, 564
6, 19, 663
6, 20, 669
6, 21, 720
6, 22, 605
6, 23, 829
6, 24, 833
6, 25, 800
6, 26, 514
6, 27, 525
6, 28, 472
6, 29, 498
6, 30, 460
6, 31, 643
6, 32, 898
6, 33, 826
6, 34, 721
6, 35, 728
6, 36, 709
6, 37, 695
6, 38, 533
6, 39, 545
6, 40, 655
6, 41, 841
6, 42, 526
6, 43, 536
6, 44, 573
6, 45, 615
6, 46, 669
6, 47, 709
6, 48, 251
6, 49, 298
6, 50, 503
6, 51, 601
6, 52, 644
6, 53, 347
6, 54, 657
6, 55, 483
6, 56, 456
6, 57, 619
6, 58, 565
6, 59, 707
6, 60, 691
6, 61, 668
6, 62, 635
6, 63, 621
6, 64, 585
6, 65, 564
6, 66, 656
6, 67, 420
6, 68, 712
6, 69, 487
6, 70, 948
6, 71, 637
6, 72, 496
6, 73, 470
6, 74, 668
6, 75, 623
6, 76, 579
6, 77, 337
6, 78, 358
6, 79, 414
6, 80, 455
6, 81, 637
6, 82, 639
6, 83, 479
6, 84, 444
6, 85, 369
6, 86, 437
6, 87, 483
6, 88, 552
6, 89, 496
6, 90, 378
6, 91, 467
6, 92, 740
6, 93, 793
6, 94, 734
6, 95, 749
6, 96, 653
6, 97, 343
6, 98, 528
6, 99, 529
6, 100, 536
6, 101, 341
6, 102, 398
6, 103, 408
6, 104, 822
6, 105, 815
6, 106, 528
6, 107, 493
6, 108, 477
6, 109, 459
6, 110, 371
6, 111, 629
6, 112, 601
6, 113, 572
6, 114, 570
6, 115, 476
6, 116, 838
6, 117, 502
6, 118, 682
6, 119, 536
6, 120, 870
6, 121, 499
6, 122, 440
6, 123, 421
6, 124, 510
6, 125, 426
6, 126, 486
6, 127, 294
6, 128, 326
6, 129, 299
6, 130, 857
6, 131, 681
6, 132, 552
6, 133, 430
6, 134, 389
6, 135, 772
6, 136, 787
6, 137, 792
6, 138, 524
6, 139, 491
6, 140, 468
6, 141, 452
6, 142, 436
6, 143, 460
6, 144, 482
6, 145, 485
6, 146, 443
6, 147, 403
6, 148, 383
6, 149, 226
6, 150, 598
6, 151, 680
6, 152, 399
6, 153, 943
6, 154, 388
6, 155, 710
6, 156, 755
6, 157, 680
6, 158, 589
6, 159, 380
6, 160, 361
6, 161, 360
6, 162, 513
6, 163, 474
6, 164, 439
6, 165, 379
6, 166, 308
6, 167, 251
6, 168, 676
6, 169, 896
6, 170, 640
6, 171, 587
6, 172, 369
6, 173, 679
6, 174, 585
6, 175, 384
6, 176, 363
6, 177, 361
6, 178, 262
6, 179, 471
6, 180, 439
6, 181, 489
6, 182, 428
6, 183, 404
6, 184, 385
6, 185, 874
6, 186, 580
6, 187, 374
6, 188, 657
6, 189, 621
6, 190, 614
6, 191, 614
7, 1, 584
7, 2, 675
7, 3, 681
7, 4, 614
7, 5, 512
7, 6, 433
7, 8, 809
7, 9, 770
7, 10, 805
7, 11, 813
7, 12, 630
7, 13, 768
7, 14, 759
7, 15, 700
7, 16, 725
7, 17, 699
7, 18, 484
7, 19, 601
7, 20, 609
7, 21, 606
7, 22, 448
7, 23, 651
7, 24, 780
7, 25, 425
7, 26, 531
7, 27, 535
7, 28, 491
7, 29, 512
7, 30, 423
7, 31, 530
7, 32, 851
7, 33, 788
7, 34, 592
7, 35, 620
7, 36, 640
7, 37, 618
7, 38, 541
7, 39, 413
7, 40, 526
7, 41, 720
7, 42, 544
7, 43, 551
7, 44, 587
7, 45, 625
7, 46, 676
7, 47, 707
7, 48, 255
7, 49, 387
7, 50, 560
7, 51, 577
7, 52, 600
7, 53, 348
7, 54, 719
7, 55, 501
7, 56, 473
7, 57, 496
7, 58, 583
7, 59, 650
7, 60, 633
7, 61, 612
7, 62, 579
7, 63, 561
7, 64, 533
7, 65, 510
7, 66, 718
7, 67, 431
7, 68, 588
7, 69, 497
7, 70, 735
7, 71, 495
7, 72, 507
7, 73, 479
7, 74, 531
7, 75, 503
7, 76, 465
7, 77, 366
7, 78, 390
7, 79, 432
7, 80, 477
7, 81, 462
7, 82, 767
7, 83, 511
7, 84, 453
7, 85, 388
7, 86, 449
7, 87, 507
7, 88, 574
7, 89, 510
7, 90, 408
7, 91, 406
7, 92, 739
7, 93, 720
7, 94, 732
7, 95, 738
7, 96, 651
7, 97, 373
7, 98, 540
7, 99, 544
7, 100, 551
7, 101, 365
7, 102, 426
7, 103, 438
7, 104, 629
7, 105, 647
7, 106, 531
7, 107, 492
7, 108, 487
7, 109, 463
7, 110, 401
7, 111, 686
7, 112, 442
7, 113, 432
7, 114, 437
7, 115, 507
7, 116, 807
7, 117, 526
7, 118, 621
7, 119, 478
7, 120, 558
7, 121, 505
7, 122, 463
7, 123, 445
7, 124, 524
7, 125, 470
7, 126, 505
7, 127, 317
7, 128, 350
7, 129, 322
7, 130, 811
7, 131, 674
7, 132, 563
7, 133, 452
7, 134, 418
7, 135, 750
7, 136, 769
7, 137, 768
7, 138, 541
7, 139, 510
7, 140, 490
7, 141, 477
7, 142, 465
7, 143, 483
7, 144, 502
7, 145, 514
7, 146, 465
7, 147, 414
7, 148, 385
7, 149, 264
7, 150, 604
7, 151, 729
7, 152, 399
7, 153, 903
7, 154, 414
7, 155, 831
7, 156, 721
7, 157, 676
7, 158, 603
7, 159, 431
7, 160, 421
7, 161, 434
7, 162, 520
7, 163, 492
7, 164, 463
7, 165, 468
7, 166, 337
7, 167, 290
7, 168, 677
7, 169, 850
7, 170, 647
7, 171, 502
7, 172, 395
7, 173, 675
7, 174, 601
7, 175, 440
7, 176, 423
7, 177, 436
7, 178, 292
7, 179, 482
7, 180, 452
7, 181, 437
7, 182, 383
7, 183, 365
7, 184, 325
7, 185, 814
7, 186, 501
7, 187, 401
7, 188, 594
7, 189, 573
7, 190, 472
7, 191, 474
8, 1, 532
8, 2, 772
8, 3, 785
8, 4, 758
8, 5, 734
8, 6, 836
8, 7, 809
8, 9, 1017
8, 10, 966
8, 11, 944
8, 12, 615
8, 13, 680
8, 14, 687
8, 15, 615
8, 16, 642
8, 17, 617
8, 18, 489
8, 19, 580
8, 20, 584
8, 21, 783
8, 22, 621
8, 23, 605
8, 24, 668
8, 25, 835
8, 26, 598
8, 27, 614
8, 28, 601
8, 29, 626
8, 30, 644
8, 31, 947
8, 32, 942
8, 33, 701
8, 34, 760
8, 35, 759
8, 36, 730
8, 37, 707
8, 38, 604
8, 39, 523
8, 40, 678
8, 41, 755
8, 42, 589
8, 43, 460
8, 44, 482
8, 45, 510
8, 46, 557
8, 47, 594
8, 48, 562
8, 49, 538
8, 50, 692
8, 51, 651
8, 52, 690
8, 53, 481
8, 54, 666
8, 55, 493
8, 56, 546
8, 57, 625
8, 58, 782
8, 59, 732
8, 60, 702
8, 61, 677
8, 62, 641
8, 63, 623
8, 64, 585
8, 65, 558
8, 66, 666
8, 67, 674
8, 68, 773
8, 69, 731
8, 70, 869
8, 71, 679
8, 72, 751
8, 73, 663
8, 74, 686
8, 75, 625
8, 76, 579
8, 77, 413
8, 78, 435
8, 79, 479
8, 80, 523
8, 81, 653
8, 82, 613
8, 83, 524
8, 84, 476
8, 85, 443
8, 86, 468
8, 87, 582
8, 88, 640
8, 89, 570
8, 90, 481
8, 91, 449
8, 92, 782
8, 93, 721
8, 94, 653
8, 95, 640
8, 96, 636
8, 97, 326
8, 98, 464
8, 99, 466
8, 100, 471
8, 101, 347
8, 102, 398
8, 103, 402
8, 104, 707
8, 105, 724
8, 106, 458
8, 107, 423
8, 108, 419
8, 109, 397
8, 110, 457
8, 111, 663
8, 112, 598
8, 113, 564
8, 114, 571
8, 115, 574
8, 116, 722
8, 117, 587
8, 118, 701
8, 119, 472
8, 120, 681
8, 121, 748
8, 122, 430
8, 123, 418
8, 124, 470
8, 125, 560
8, 126, 455
8, 127, 356
8, 128, 400
8, 129, 362
8, 130, 942
8, 131, 684
8, 132, 518
8, 133, 376
8, 134, 343
8, 135, 812
8, 136, 683
8, 137, 844
8, 138, 488
8, 139, 453
8, 140, 433
8, 141, 412
8, 142, 407
8, 143, 421
8, 144, 444
8, 145, 654
8, 146, 581
8, 147, 522
8, 148, 487
8, 149, 265
8, 150, 575
8, 151, 791
8, 152, 521
8, 153, 847
8, 154, 490
8, 155, 628
8, 156, 693
8, 157, 603
8, 158, 493
8, 159, 458
8, 160, 432
8, 161, 392
8, 162, 378
8, 163, 366
8, 164, 343
8, 165, 312
8, 166, 228
8, 167, 99
8, 168, 588
8, 169, 906
8, 170, 532
8, 171, 525
8, 172, 305
8, 173, 609
8, 174, 487
8, 175, 458
8, 176, 427
8, 177, 392
8, 178, 75
8, 179, 380
8, 180, 352
8, 181, 451
8, 182, 385
8, 183, 362
8, 184, 325
8, 185, 890
8, 186, 525
8, 187, 308
8, 188, 642
8, 189, 607
8, 190, 608
8, 191, 607
9, 1, 398
9, 2, 623
9, 3, 632
9, 4, 604
9, 5, 733
9, 6, 876
9, 7, 770
9, 8, 1017
9, 10, 952
9, 11, 923
9, 12, 453
9, 13, 719
9, 14, 713
9, 15, 622
9, 16, 658
9, 17, 619
9, 18, 465
9, 19, 574
9, 20, 579
9, 21, 805
9, 22, 667
9, 23, 747
9, 24, 790
9, 25, 818
9, 26, 594
9, 27, 614
9, 28, 601
9, 29, 630
9, 30, 616
9, 31, 1030
9, 32, 911
9, 33, 741
9, 34, 782
9, 35, 771
9, 36, 739
9, 37, 711
9, 38, 676
9, 39, 524
9, 40, 676
9, 41, 786
9, 42, 606
9, 43, 437
9, 44, 478
9, 45, 521
9, 46, 576
9, 47, 616
9, 48, 651
9, 49, 571
9, 50, 724
9, 51, 663
9, 52, 708
9, 53, 559
9, 54, 769
9, 55, 611
9, 56, 728
9, 57, 623
9, 58, 782
9, 59, 737
9, 60, 707
9, 61, 680
9, 62, 644
9, 63, 628
9, 64, 588
9, 65, 560
9, 66, 768
9, 67, 735
9, 68, 773
9, 69, 752
9, 70, 960
9, 71, 715
9, 72, 760
9, 73, 665
9, 74, 701
9, 75, 629
9, 76, 581
9, 77, 417
9, 78, 434
9, 79, 489
9, 80, 533
9, 81, 657
9, 82, 619
9, 83, 667
9, 84, 656
9, 85, 523
9, 86, 566
9, 87, 599
9, 88, 643
9, 89, 583
9, 90, 489
9, 91, 639
9, 92, 771
9, 93, 739
9, 94, 656
9, 95, 674
9, 96, 511
9, 97, 237
9, 98, 430
9, 99, 435
9, 100, 447
9, 101, 290
9, 102, 332
9, 103, 335
9, 104, 780
9, 105, 760
9, 106, 407
9, 107, 375
9, 108, 373
9, 109, 354
9, 110, 528
9, 111, 608
9, 112, 604
9, 113, 569
9, 114, 572
9, 115, 590
9, 116, 774
9, 117, 601
9, 118, 697
9, 119, 422
9, 120, 834
9, 121, 747
9, 122, 344
9, 123, 338
9, 124, 379
9, 125, 586
9, 126, 369
9, 127, 364
9, 128, 400
9, 129, 368
9, 130, 922
9, 131, 553
9, 132, 380
9, 133, 265
9, 134, 242
9, 135, 699
9, 136, 615
9, 137, 742
9, 138, 354
9, 139, 356
9, 140, 334
9, 141, 321
9, 142, 311
9, 143, 328
9, 144, 346
9, 145, 657
9, 146, 586
9, 147, 521
9, 148, 489
9, 149, 120
9, 150, 433
9, 151, 888
9, 152, 549
9, 153, 953
9, 154, 496
9, 155, 747
9, 156, 1299
9, 157, 849
9, 158, 590
9, 159, 543
9, 160, 473
9, 161, 389
9, 162, 373
9, 163, 356
9, 164, 330
9, 165, 291
9, 166, 207
9, 167, 70
9, 168, 590
9, 169, 901
9, 170, 550
9, 171, 292
9, 172, 203
9, 173, 840
9, 174, 591
9, 175, 540
9, 176, 471
9, 177, 388
9, 178, 58
9, 179, 376
9, 180, 348
9, 181, 476
9, 182, 409
9, 183, 382
9, 184, 341
9, 185, 951
9, 186, 291
9, 187, 209
9, 188, 655
9, 189, 616
9, 190, 717
9, 191, 717
10, 1, 599
10, 2, 655
10, 3, 660
10, 4, 646
10, 5, 773
10, 6, 863
10, 7, 805
10, 8, 966
10, 9, 952
10, 11, 910
10, 12, 325
10, 13, 701
10, 14, 692
10, 15, 606
10, 16, 647
10, 17, 611
10, 18, 432
10, 19, 564
10, 20, 569
10, 21, 821
10, 22, 726
10, 23, 821
10, 24, 882
10, 25, 863
10, 26, 620
10, 27, 639
10, 28, 637
10, 29, 672
10, 30, 710
10, 31, 1003
10, 32, 796
10, 33, 693
10, 34, 747
10, 35, 687
10, 36, 686
10, 37, 668
10, 38, 647
